hostname,mass_msun,age_gyr,feh,chi2,n_bands,dist_pc,st_met_in,age_flag,chi2_flag,reliable
WASP-83,0.9727,8.4632,0.4367,82.301,10,266.43,0.29,ok,high,False
WASP-41,0.9182,4.7197,0.1102,0.7949,10,162.59,0.06,ok,ok,True
K2-251,0.4545,0.0441,-0.1837,181.6164,10,145.22,-0.04,ok,high,False
K2-227,0.8909,7.7858,0.0449,42.7629,10,189.2,-0.1,ok,high,False
K2-230,1.0273,10.0,0.2408,167.8081,10,528.44,0.1,upper_boundary,high,False
HATS-31,1.0818,7.7858,0.0122,258.33,10,794.76,0.0,ok,high,False
GJ 486,0.2364,0.067,-0.249,1.0518,6,8.08,-0.15,ok,ok,True
TOI-756,0.5364,6.5893,0.2082,59.102,10,85.83,0.196,ok,high,False
TOI-1136,0.9727,3.6747,-0.0531,0.9457,10,84.43,0.07,ok,ok,True
HATS-17,1.0273,10.0,0.4367,51.7254,10,395.71,0.3,upper_boundary,high,False
TOI-4961,0.9182,0.0316,0.2408,8.3121,10,212.6,0.206,lower_boundary,ok,False
HD 110082,1.1364,1.8852,-0.0204,0.0944,10,105.03,0.08,ok,ok,True
WASP-42,0.8909,0.0344,0.2082,1.8239,10,177.26,0.29,ok,ok,True
TOI-1135,1.0273,6.0619,-0.0204,0.9177,10,113.94,0.0,ok,ok,True
HATS-27,1.1636,6.0619,0.1102,154.3426,10,783.26,0.09,ok,high,False
TOI-763,0.9455,0.0374,0.0776,1.0559,10,95.33,0.01,ok,ok,True
TOI-2257,0.2636,0.0861,-0.3796,6.9763,10,57.74,-0.27,ok,ok,True
WASP-25,0.9182,0.0316,-0.0531,45.6411,10,213.21,-0.2,lower_boundary,high,False
WASP-174,1.0818,6.5893,0.0122,81.39,10,404.41,0.06,ok,high,False
WASP-108,1.0545,6.5893,0.1102,1.6748,10,254.73,0.1478,ok,ok,True
TOI-3082,0.6727,9.1996,0.1102,26.668,10,112.27,0.17,ok,high,False
KELT-6,1.0545,6.0619,-0.3469,1.263,10,242.34,-0.28,ok,ok,True
WASP-167,1.4636,1.8852,-0.0204,7.9349,10,407.82,0.1,ok,ok,True
TOI-1823,0.8364,3.9944,0.3388,0.8087,10,71.56,0.243,ok,ok,True
HD 114082,1.1364,6.0619,0.0122,363.8083,10,94.91,0.0,ok,high,False
TOI-1173,0.9182,7.7858,0.2735,0.6176,10,131.85,0.139,ok,ok,True
TOI-1824,0.8364,8.4632,0.1102,3.2146,10,59.42,0.124,ok,ok,True
TOI-1266,0.4273,0.142,-0.249,0.6763,10,36.04,-0.109,ok,ok,True
TOI-1268,0.9455,2.2275,0.4694,1.0489,10,109.76,0.36,ok,ok,True
K2-198,0.8909,0.1823,0.2082,10.3918,10,111.08,0.094,ok,high,False
K2-349,0.9727,9.1996,-0.5429,230.4349,10,449.18,-0.66,ok,high,False
TOI-1272,0.8636,3.3805,0.3061,23.1667,10,137.02,0.182,ok,high,False
TOI-778,1.3818,2.0492,0.0776,0.3773,10,161.7,0.0,ok,ok,True
WASP-172,1.4091,2.4214,-0.1837,35.6354,10,521.49,-0.1,ok,high,False
HATS-37 A,0.9455,0.0316,0.1755,120.2339,10,208.36,0.051,lower_boundary,high,False
K2-195,0.9182,9.1996,0.0449,91.8401,10,316.13,-0.09,ok,high,False
K2-196,1.1091,6.5893,-0.0857,64.3826,10,552.84,0.01,ok,high,False
TOI-1249,1.0273,2.2275,0.4367,2.1404,10,139.4,0.297,ok,ok,True
HATS-54,1.0,10.0,0.502,353.9998,10,712.62,0.37,upper_boundary,high,False
TOI-1807,0.7545,1.8852,0.0449,0.8582,10,42.54,0.044,ok,ok,True
TOI-3894,1.0273,8.4632,-0.0531,39.8073,10,411.92,0.021,ok,high,False
TOI-1238,0.6182,0.1201,0.1755,0.6091,10,70.64,0.31,ok,ok,True
K2-353,0.8636,10.0,-0.1184,71.8037,10,267.1,-0.21,upper_boundary,high,False
K2-191,0.9182,0.0316,0.3061,198.5372,10,280.63,0.31,lower_boundary,high,False
WASP-157,0.9727,10.0,0.2735,68.1938,10,336.69,0.25,upper_boundary,high,False
TOI-1842,1.4091,3.11,0.2408,0.6163,10,224.21,0.332,ok,ok,True
K2-277,0.9455,5.1303,0.0122,0.3975,10,112.16,0.078,ok,ok,True
K2-200,0.7818,0.0344,-0.1837,41.3587,10,183.07,-0.04,ok,high,False
K2-197,0.9182,9.1996,0.2082,72.2082,10,246.82,0.08,ok,high,False
K2-377,0.6727,0.0522,-0.0857,75.6157,10,195.02,-0.008,ok,high,False
WASP-130,0.9727,8.4632,0.3388,12.8394,10,173.79,0.26,ok,high,False
K2-278,1.0273,10.0,0.1102,336.8428,10,755.23,0.0,upper_boundary,high,False
TOI-1794,0.9727,10.0,0.0449,3.6959,10,154.82,0.035,upper_boundary,ok,False
HD 118203,1.2727,4.7197,0.3061,1.3762,10,91.87,0.287,ok,ok,True
K2-126,0.6727,4.3419,0.0776,24.3633,10,101.77,0.02,ok,high,False
POTS-1,0.6182,0.0441,-0.1184,46.1272,10,741.56,-0.03,ok,high,False
K2-189,0.8909,0.0316,-0.0204,37.4718,10,241.1,-0.1,lower_boundary,high,False
WASP-55,0.9455,10.0,0.0449,90.4758,10,288.72,-0.03,upper_boundary,high,False
K2-350,0.9182,9.1996,0.1102,217.656,10,475.6,-0.02,ok,high,False
EPIC 212737443,0.7,0.0374,-0.2163,281.9675,10,335.64,-0.137,ok,high,False
K2-128,0.6727,5.5767,-0.151,0.9303,10,114.17,-0.26,ok,ok,True
TOI-4914,0.9182,9.1996,0.0122,88.2115,10,293.09,-0.13,ok,high,False
K2-194,1.0273,10.0,0.2082,232.1006,10,631.26,0.1,upper_boundary,high,False
K2-279,0.8091,10.0,-0.249,33.2238,10,184.41,-0.37,upper_boundary,high,False
K2-378,0.7818,0.0316,-0.0857,754.1765,10,657.97,-0.206,lower_boundary,high,False
TOI-2485,1.1091,7.1626,0.0776,26.6468,10,392.1,0.097,ok,high,False
K2-193,0.9455,0.0316,0.0776,148.2159,10,402.83,0.0,lower_boundary,high,False
TOI-1855,0.9455,10.0,0.5347,21.9525,10,175.42,0.399,upper_boundary,high,False
K2-190,0.8909,9.1996,-0.0531,4.5768,10,161.14,-0.19,ok,ok,True
K2-292,1.0545,3.9944,0.2082,0.7393,10,113.15,0.07,ok,ok,True
EPIC 212587672,0.9182,9.1996,-0.0531,92.9839,10,328.22,-0.18,ok,high,False
WASP-54,1.0818,6.0619,-0.2163,0.6977,10,248.9,-0.27,ok,ok,True
TOI-3493,1.0273,7.1626,0.1102,0.7949,10,96.79,0.03,ok,ok,True
NGTS-27,1.1364,7.1626,0.1429,202.9749,10,937.42,0.0,ok,high,False
HAT-P-3,0.8636,7.7858,0.2735,1.127,10,134.15,0.27,ok,ok,True
TOI-4336 A,0.2909,0.1201,-0.2163,1.8004,10,22.45,-0.209,ok,ok,True
K2-192,0.8636,0.0344,0.0776,99.6232,10,223.11,0.15,ok,high,False
K2-351,0.9455,8.4632,0.2082,474.2455,10,650.71,0.08,ok,high,False
Wolf 503,0.6455,0.0441,-0.4776,0.3049,6,44.56,-0.47,ok,ok,True
K2-127,0.8909,0.0316,0.0122,490.4846,10,705.36,-0.11,lower_boundary,high,False
EPIC 212297394,0.8364,0.0316,0.0776,255.9113,10,415.57,-0.03,lower_boundary,high,False
K2-110,0.7,0.0406,-0.3469,13.6062,10,116.01,-0.34,ok,high,False
TOI-3235,0.4,0.2342,0.1429,41.352,10,72.32,0.264,ok,high,False
HIP 67522,1.0273,8.4632,0.1429,2.8363,10,124.38,0.0,ok,ok,True
Qatar-2,0.7273,0.0374,-0.0857,111.3665,10,181.35,0.02,ok,high,False
TOI-3135,0.9455,8.4632,0.2082,19.1216,10,219.25,0.071,ok,high,False
HATS-25,0.9727,9.1996,0.1429,230.1866,10,470.52,0.02,ok,high,False
TOI-5713,0.2909,8.4632,-0.0531,0.841,10,40.95,-0.03,ok,ok,True
K2-99,1.5727,2.632,0.3388,19.3052,10,508.41,0.2,ok,high,False
HATS-7,0.8364,0.0441,0.3714,80.7506,10,239.42,0.25,ok,high,False
K2-199,0.7273,3.6747,0.0449,9.2814,10,107.88,-0.01,ok,ok,True
WASP-15,1.0545,7.1626,-0.0857,45.8294,10,284.39,-0.17,ok,high,False
TOI-3919,1.0273,10.0,0.1755,254.3614,10,605.8,0.175,upper_boundary,high,False
TOI-1174,0.8364,0.0567,0.0776,0.781,10,94.55,-0.002,ok,ok,True
HAT-P-12,0.6727,0.0522,-0.249,2.5854,10,141.76,-0.29,ok,ok,True
WASP-184,1.1364,7.1626,0.1755,213.7601,10,682.24,0.12,ok,high,False
WASP-131,1.0273,7.7858,-0.1837,0.9998,10,192.07,-0.2,ok,ok,True
EPIC 212624936,0.8364,10.0,-0.249,411.9898,10,559.52,-0.39,upper_boundary,high,False
TOI-4559,0.4273,0.142,-0.0857,0.8527,10,31.6,-0.09,ok,ok,True
TOI-1798,0.8364,4.7197,0.0776,6.0482,10,113.47,0.073,ok,ok,True
TOI-1853,0.8364,0.0374,0.0776,41.3826,10,165.27,0.11,ok,high,False
HAT-P-44,0.9727,0.0344,0.4367,120.4041,10,345.82,0.33,ok,high,False
HAT-P-26,0.8364,0.0374,0.0122,0.8739,10,142.1,-0.04,ok,ok,True
WASP-185,1.0273,9.1996,0.0449,5.1941,10,277.93,-0.02,ok,ok,True
TOI-1273,0.9455,9.1996,0.1102,8.0056,10,176.03,0.07,ok,ok,True
TOI-1180,0.7545,0.0616,0.1102,1.045,10,71.91,0.067,ok,ok,True
WASP-16,0.9455,9.1996,0.1429,1.9962,10,191.32,0.01,ok,ok,True
NGTS-2,1.2727,3.3805,-0.0531,6.1222,10,356.3,-0.06,ok,ok,True
TOI-3912,1.0273,10.0,0.2735,117.5455,10,460.51,0.187,upper_boundary,high,False
KELT-18,1.4909,1.8852,0.1429,1.4373,10,315.01,0.09,ok,ok,True
TOI-1416,0.7818,10.0,0.0449,0.7271,10,54.98,0.08,upper_boundary,ok,False
WASP-39,0.9182,0.0316,0.0449,21.3051,10,213.56,0.01,lower_boundary,high,False
TOI-2076,0.8364,2.2275,-0.0204,0.7126,10,41.96,0.02,ok,ok,True
WASP-132,0.7818,0.048,0.1755,43.4268,10,123.16,0.15,ok,high,False
NGTS-26,1.0,10.0,0.3388,483.3769,10,1056.2,0.2,upper_boundary,high,False
TOI-4087,1.0545,6.5893,0.3061,60.3841,10,302.4,0.237,ok,high,False
WASP-14,1.2455,1.7343,0.1102,0.4384,10,160.18,0.0,ok,ok,True
NGTS-5,0.8091,0.5863,-0.0204,2.1432,10,307.73,0.12,ok,ok,True
WASP-37,0.8636,10.0,-0.3143,115.1067,10,377.34,-0.4,upper_boundary,high,False
TOI-824,0.7273,0.0316,-0.1837,985.2561,10,63.78,-0.092,lower_boundary,high,False
Qatar-6,0.7818,0.0522,0.0122,9.8745,10,100.63,-0.025,ok,ok,True
HAT-P-27,0.9182,0.0344,0.2082,1.2728,10,200.7,0.3,ok,ok,True
TOI-1294,1.0545,9.1996,0.2408,6.4293,10,327.15,0.283,ok,ok,True
WASP-192,1.0273,9.1996,0.2408,131.9138,10,486.04,0.14,ok,high,False
WASP-57,0.8909,10.0,-0.1184,131.1984,10,400.77,-0.25,upper_boundary,high,False
NGTS-32,1.0818,8.4632,0.1102,241.0269,10,834.13,-0.03,ok,high,False
TIC 88785435,0.7,0.0316,-0.2163,50.995,10,121.88,-0.08,lower_boundary,high,False
TOI-3976 A,1.0818,8.4632,0.2408,109.384,10,513.36,0.182,ok,high,False
TOI-3160 A,1.0,10.0,0.0122,253.2488,10,489.86,-0.114,upper_boundary,high,False
WASP-113,1.0818,7.7858,0.0449,59.1154,10,430.8,0.1,ok,high,False
TOI-836,0.6455,6.0619,-0.151,2.1146,10,27.48,-0.284,ok,ok,True
WASP-189,1.8727,0.9672,0.1429,1.1154,10,98.6,0.29,ok,ok,True
TOI-6628,1.0,0.0316,0.502,187.6792,10,305.0,0.36,lower_boundary,high,False
TOI-5386 A,1.0545,9.1996,0.2735,70.5146,10,383.0,0.182,ok,high,False
TOI-3984 A,0.4545,0.0792,0.0776,38.8508,10,108.38,0.18,ok,high,False
TOI-1860,0.8909,7.7858,-0.0857,2.0842,10,45.71,0.04,ok,ok,True
WASP-24,1.0273,9.1996,0.1102,53.0228,10,324.47,0.0,ok,high,False
WASP-178,1.8182,0.6373,0.0776,68.2824,10,409.34,0.21,ok,high,False
TIC 257060897,1.1909,5.5767,0.1429,18.5058,10,496.06,0.054,ok,high,False
TOI-905,0.9182,9.1996,0.2735,2.9959,10,156.58,0.14,ok,ok,True
K2-240,0.5364,0.0728,-0.2163,7.9479,10,73.01,-0.1,ok,ok,True
HD 135694,0.9182,10.0,-0.0204,1.124,10,73.28,-0.121,upper_boundary,ok,False
K2-408,0.7818,0.0316,-0.3143,22.5863,10,160.12,-0.171,lower_boundary,high,False
K2-315,0.1273,0.0861,-0.3796,141.0899,10,56.53,-0.24,ok,high,False
EPIC 249893012,1.0545,10.0,0.3061,28.4786,10,319.49,0.2,upper_boundary,high,False
K2-409,0.9727,9.1996,0.1102,162.4605,10,417.62,-0.036,ok,high,False
TOI-912,0.4,0.0861,-0.1837,1.2156,6,26.09,-0.19,ok,ok,True
TOI-2018,0.5636,0.0616,-0.4776,0.5619,6,28.02,-0.58,ok,ok,True
HAT-P-4,1.2727,3.6747,0.3714,0.7278,10,318.45,0.24,ok,ok,True
HD 136352,0.8909,8.4632,-0.2163,0.6573,6,14.74,-0.24,ok,ok,True
K2-233,0.7273,0.0522,-0.1184,0.6086,10,67.54,-0.082,ok,ok,True
K2-406,0.8909,9.1996,-0.0531,0.4803,10,85.05,-0.038,ok,ok,True
HD 137496,1.0,10.0,0.0122,5.3373,10,154.82,-0.03,upper_boundary,ok,False
TOI-2015,0.1818,0.0441,-0.3469,1.6847,10,47.2,-0.31,ok,ok,True
KELT-23 A,0.9182,6.5893,-0.1837,2.5736,10,126.86,-0.105,ok,ok,True
K2-407,0.9182,0.0316,0.0776,71.9856,10,216.93,0.014,lower_boundary,high,False
TOI-1411,0.6455,6.0619,-0.0857,0.2523,6,32.43,0.012,ok,ok,True
K2-287,1.0,0.0316,0.3388,53.6644,10,155.85,0.2,lower_boundary,high,False
K2-286,0.6182,1.4678,-0.0857,0.3233,10,76.4,0.0,ok,ok,True
TOI-3474,1.0,10.0,0.2735,143.1678,10,412.56,0.146,upper_boundary,high,False
TOI-2019,1.1636,6.5893,0.4694,1.0156,10,197.56,0.409,ok,ok,True
TOI-3464,1.0,10.0,-0.0531,159.7595,10,585.47,0.045,upper_boundary,high,False
TOI-913,0.7273,0.048,-0.2163,1.1764,10,64.97,-0.133,ok,ok,True
K2-290,1.0273,9.1996,0.0449,3.5267,10,267.11,-0.06,ok,ok,True
TOI-2048,0.8364,0.0616,0.1102,1.6013,10,115.92,0.02,ok,ok,True
TOI-5005,0.9182,10.0,0.2735,32.8135,10,208.65,0.15,upper_boundary,high,False
K2-365,0.9455,0.0316,0.1102,33.8042,10,186.22,-0.021,lower_boundary,high,False
GJ 3929,0.2909,0.1105,-0.151,0.7852,6,15.82,-0.02,ok,ok,True
WASP-17,0.9727,8.4632,-0.3796,62.2306,10,396.32,-0.25,ok,high,False
K2-38,0.9727,9.1996,0.4041,29.6854,10,189.51,0.26,ok,high,False
TOI-1739,0.8091,3.11,0.1429,0.9961,10,70.89,0.07,ok,ok,True
XO-1,0.9182,6.0619,-0.0204,0.342,10,161.71,0.02,ok,ok,True
TOI-1298,1.1909,4.7197,0.5347,19.448,10,312.57,0.397,ok,high,False
TOI-1439,1.0818,7.7858,0.1102,1.2122,10,234.13,0.226,ok,ok,True
K2-24,0.9727,10.0,0.4694,10.0553,10,170.55,0.34,upper_boundary,high,False
K2-37,0.8364,0.0316,0.0122,49.6529,10,177.55,-0.08,lower_boundary,high,False
TOI-1751,0.9455,9.1996,-0.249,0.7799,10,113.32,-0.373,ok,ok,True
K2-366,0.8636,0.0316,-0.0857,187.7931,10,190.94,-0.216,lower_boundary,high,False
TOI-5027,0.8909,10.0,-0.0531,26.1167,10,205.48,-0.15,upper_boundary,high,False
WASP-38,1.0545,6.5893,-0.151,0.4345,10,135.76,-0.02,ok,ok,True
K2-53,0.8091,0.0316,0.1102,41.8394,10,137.36,-0.037,lower_boundary,high,False
TOI-7149,0.2091,0.0344,-0.1184,180.2076,10,126.55,-0.08,ok,high,False
HAT-P-2,1.4091,1.8852,0.3061,0.4615,10,128.18,0.18,ok,ok,True
K2-31,0.9182,0.0374,0.1755,5.4581,10,109.77,0.08,ok,ok,True
TOI-1836,1.1909,4.3419,0.0122,0.3576,10,189.28,-0.101,ok,ok,True
K2-52,0.9727,10.0,0.1755,943.6472,10,915.47,0.055,upper_boundary,high,False
K2-289,0.8364,0.0316,0.2735,388.6529,10,272.08,0.162,lower_boundary,high,False
WASP-92,1.0,10.0,0.0776,251.1081,10,581.43,0.0,upper_boundary,high,False
WASP-195,1.1091,6.0619,-0.0531,33.0882,10,481.72,0.0,ok,high,False
HD 149026,1.2455,3.11,0.2735,0.5592,10,76.09,0.32,ok,ok,True
TOI-2260,0.9724,0.496,0.1729,1.0689,10,100.95,0.22,ok,ok,True
WASP-103,1.1091,7.7858,0.1429,151.166,10,545.39,0.06,ok,high,False
TOI-3486,0.8091,0.0406,0.1429,33.469,10,153.83,0.283,ok,high,False
TOI-1269,0.8364,7.7858,-0.151,0.7186,10,172.11,-0.049,ok,ok,True
TOI-1246,0.9182,0.0316,0.2082,11.5709,10,169.96,0.168,lower_boundary,high,False
TOI-4379,1.1909,6.0619,0.1755,115.7777,10,610.13,0.16,ok,high,False
K2-32,0.8364,0.0316,0.0449,54.5176,10,155.87,-0.06,lower_boundary,high,False
TOI-1753,0.9455,7.1626,0.1755,16.4638,10,224.32,0.026,ok,high,False
TOI-2109,1.3,3.11,-0.0531,13.0298,10,265.31,0.068,ok,high,False
K2-237,1.1636,3.3805,0.3714,2.9155,10,303.45,0.337,ok,ok,True
HD 152843,1.1364,4.7197,-0.0204,0.6821,10,108.89,-0.16,ok,ok,True
WASP-148,0.9727,0.0316,0.2408,63.7567,10,247.71,0.099,lower_boundary,high,False
TOI-1437,0.8909,10.0,-0.4449,0.428,10,103.29,-0.4924,upper_boundary,ok,False
TOI-1244,0.7273,5.5767,0.0122,0.4245,10,102.36,0.034,ok,ok,True
HAT-P-18,0.7818,0.048,0.1755,40.5013,10,161.4,0.1,ok,high,False
WASP-163,0.8636,10.0,-0.2163,274.0802,10,260.72,-0.34,upper_boundary,high,False
HAT-P-67,1.4909,2.4214,-0.151,0.6897,10,370.06,-0.08,ok,ok,True
TOI-1346,0.8364,1.0513,0.1102,0.8538,10,114.19,-0.01,ok,ok,True
TOI-1295,1.3545,2.4214,0.1755,1.3087,10,399.8,0.26,ok,ok,True
TOI-1296,1.1091,7.7858,0.502,1.0729,10,313.71,0.405,ok,ok,True
TOI-4633,1.0545,9.1996,0.3061,1.6424,10,94.65,0.2379,ok,ok,True
TOI-4582,1.2455,4.7197,0.0449,1.5149,10,376.62,0.17,ok,ok,True
TOI-2128,0.9455,8.4632,-0.151,4.8241,10,36.64,-0.07,ok,ok,True
TOI-1742,1.0545,5.5767,0.3061,0.8306,10,72.93,0.193,ok,ok,True
TOI-1743,0.3455,0.4199,0.0776,2.568,10,41.23,0.22,ok,ok,True
TOI-1846,0.4545,0.4199,0.0449,6.1092,10,47.2,0.169,ok,ok,True
TOI-1453,0.7,0.0374,-0.4449,0.9942,10,78.78,-0.31,ok,ok,True
TOI-4600,0.8364,7.1626,0.1429,0.3708,10,215.95,0.16,ok,ok,True
TOI-2141,0.9182,6.5893,-0.0204,0.3177,10,77.02,-0.14,ok,ok,True
GJ 1214,0.2091,2.632,0.1102,4.0868,6,14.63,0.24,ok,ok,True
TOI-1670,1.1636,3.11,0.0122,0.3769,10,165.72,0.09,ok,ok,True
TOI-1248,0.8909,0.0406,0.1755,0.8638,10,168.81,0.223,ok,ok,True
TOI-2084,0.4273,0.0567,-0.249,77.298,10,113.9,-0.13,ok,high,False
HAT-P-14,1.3,2.861,0.0122,1.0402,10,224.02,0.11,ok,ok,True
TOI-2088,0.8636,3.6747,0.4041,7.4936,10,126.63,0.339,ok,ok,True
TOI-2145,1.6273,2.2275,0.2408,0.3975,10,225.28,0.285,ok,ok,True
WASP-150,1.1909,5.5767,0.2082,55.8544,10,535.57,0.156,ok,high,False
HAT-P-55,0.9727,9.1996,0.1429,181.2259,10,516.93,0.003,ok,high,False
TOI-2081,0.4545,0.0522,-0.4776,1.2224,10,62.27,-0.5,ok,ok,True
TOI-6086,0.2636,0.6373,-0.0204,9.9818,10,31.43,0.11,ok,ok,True
TOI-3321,1.0,10.0,0.0122,27.4159,10,284.95,-0.103,upper_boundary,high,False
TOI-5688 A,0.6182,0.0441,0.3388,127.7924,10,225.92,0.47,ok,high,False
WASP-135,0.8909,0.0316,0.0776,182.9636,10,297.95,0.02,lower_boundary,high,False
KELT-12,1.4364,2.861,0.1102,8.8574,10,365.29,0.19,ok,ok,True
OGLE-TR-10,0.9455,10.0,0.4041,213.3867,6,1196.64,0.28,upper_boundary,high,False
TrES-3,0.8636,0.0316,-0.1184,105.929,10,231.08,-0.19,lower_boundary,high,False
TrES-4,1.3818,3.3805,0.2408,22.3811,10,496.16,0.14,ok,high,False
HATS-24,0.9455,10.0,-0.1184,301.5013,10,516.87,-0.229,upper_boundary,high,False
OGLE-TR-56,,,,inf,3,2297.01,0.25,ok,inf,False
HAT-P-63,0.9455,0.0316,0.2735,333.7904,10,400.36,0.251,lower_boundary,high,False
TOI-4438,0.2909,0.0616,-0.2163,0.7619,6,30.06,-0.19,ok,ok,True
HAT-P-46,1.0273,10.0,0.4367,17.6061,10,297.01,0.3,upper_boundary,high,False
TOI-3331 A,0.9455,10.0,0.2735,128.691,10,221.12,0.148,upper_boundary,high,False
HAT-P-31,1.0545,9.1996,0.2408,77.3955,10,338.07,0.15,ok,high,False
TOI-2134,0.7273,9.1996,0.1755,0.716,6,22.66,0.12,ok,ok,True
TOI-1184,0.7273,0.0861,0.0776,1.2937,10,58.51,0.017,ok,ok,True
TOI-2583 A,1.0545,9.1996,0.2082,118.4194,10,551.95,0.158,ok,high,False
TOI-1691,0.9182,9.1996,0.0122,1.3558,10,112.35,0.052,ok,ok,True
TOI-1117,0.9727,6.5893,0.1755,0.8489,10,166.15,0.136,ok,ok,True
TOI-7510,0.9727,8.4632,0.3714,81.2849,10,245.74,0.25,ok,high,False
HAT-P-45,0.9455,10.0,0.2082,220.2476,10,299.49,0.07,upper_boundary,high,False
HAT-P-5,1.0273,5.5767,0.1102,0.946,10,306.41,0.24,ok,ok,True
WASP-58,0.8909,10.0,-0.3143,29.2704,10,290.92,-0.45,upper_boundary,high,False
HAT-P-57,1.0818,5.5767,-0.3469,21.4951,10,288.94,-0.25,ok,high,False
TOI-4465,0.9182,8.4632,0.0776,1.3236,10,121.93,-0.06,ok,ok,True
TOI-2158,1.0273,10.0,0.502,1.5099,10,195.38,0.47,upper_boundary,ok,False
XO-7,1.2727,2.861,0.502,2.24,10,230.54,0.432,ok,ok,True
CoRoT-30,0.9455,10.0,0.1429,924.2561,10,1040.95,0.02,upper_boundary,high,False
CoRoT-36,1.2727,4.3419,0.0449,219.8651,10,956.5,-0.1,ok,high,False
TOI-2180,1.0818,7.7858,0.1429,1.3476,10,116.34,0.253,ok,ok,True
CoRoT-27,0.9455,0.0316,0.0449,835.2806,10,907.35,-0.1,lower_boundary,high,False
CoRoT-16,0.8909,0.0316,0.3388,66.746,6,743.52,0.19,lower_boundary,high,False
WASP-3,1.1636,3.3805,-0.0204,0.3481,10,229.83,0.0,ok,ok,True
CoRoT-28,1.1091,8.4632,0.2735,224.2767,10,747.25,0.15,ok,high,False
CoRoT-17,0.9182,10.0,0.1429,246.2596,6,1117.25,0.0,upper_boundary,high,False
WASP-188,1.2182,4.3419,-0.0857,95.5338,10,682.56,0.0,ok,high,False
CoRoT-29,0.9455,0.0316,0.3388,14.5235,6,809.44,0.2,lower_boundary,high,False
TOI-2169 A,1.1909,5.5767,0.1429,18.2042,10,359.88,0.123,ok,high,False
WASP-153,1.1091,8.4632,0.3388,106.7046,10,589.37,0.34,ok,high,False
TOI-4463 A,0.9727,9.1996,0.3714,4.4887,10,175.89,0.25,ok,ok,True
CoRoT-26,1.0545,10.0,0.1429,735.6353,10,3369.34,0.01,upper_boundary,high,False
CoRoT-23,1.0,10.0,0.1755,1076.5356,10,1013.51,0.05,upper_boundary,high,False
TOI-1859,1.1909,3.11,-0.0204,0.3165,10,223.04,0.12,ok,ok,True
Kepler-1629,0.8909,10.0,0.1429,153.91,10,334.14,0.05,upper_boundary,high,False
Kepler-1445,1.0,10.0,0.0776,74.4982,10,502.32,-0.03,upper_boundary,high,False
Kepler-1286,1.0,9.1996,0.1755,646.6761,10,1340.77,0.03,ok,high,False
Kepler-1835,0.9182,10.0,-0.151,761.7856,10,1419.66,-0.26,upper_boundary,high,False
TOI-1347,0.9182,0.753,0.0122,0.4562,10,146.86,0.04,ok,ok,True
Kepler-1341,0.8091,0.0316,0.2408,478.0184,10,474.04,0.19,lower_boundary,high,False
CoRoT-25,0.9727,10.0,0.1102,52.4112,10,1093.64,-0.01,upper_boundary,high,False
Kepler-589,0.8909,0.0316,0.1429,367.3718,10,614.44,0.01,lower_boundary,high,False
CoRoT-22,0.9727,10.0,0.3061,355.8896,10,629.52,0.17,upper_boundary,high,False
TOI-5181 A,1.0545,10.0,0.2735,95.0395,10,470.9,0.208,upper_boundary,high,False
CoRoT-11,1.0273,10.0,0.1102,126.2006,10,641.57,-0.03,upper_boundary,high,False
Kepler-165,0.7818,0.0316,-0.1837,353.7146,10,555.15,-0.25,lower_boundary,high,False
Kepler-1907,0.7273,0.067,-0.249,3.4642,10,288.65,-0.16,ok,ok,True
CoRoT-9,0.9182,0.0316,0.1102,218.8591,10,420.03,-0.01,lower_boundary,high,False
Kepler-439,0.9455,0.0316,0.1102,472.3053,10,751.01,0.02,lower_boundary,high,False
Kepler-1386,0.9455,9.1996,0.2082,4.8258,10,838.21,0.11,ok,ok,True
TOI-1438,0.8364,6.0619,0.0122,0.7402,10,110.55,0.03,ok,ok,True
Kepler-1782,0.8091,0.0316,0.0449,207.4296,10,303.26,0.0,lower_boundary,high,False
Kepler-1872,0.8909,0.0316,0.4367,620.309,10,823.25,0.32,lower_boundary,high,False
Kepler-1735,0.9727,10.0,-0.4449,80.1766,10,242.86,-0.34,upper_boundary,high,False
CoRoT-6,0.9182,10.0,-0.0531,378.9135,10,623.79,-0.2,upper_boundary,high,False
Kepler-1105,0.6727,0.0567,0.1429,212.0309,10,314.52,0.28,ok,high,False
Kepler-431,1.0545,8.4632,0.0122,86.5485,10,484.52,0.07,ok,high,False
TOI-2136,0.3455,10.0,-0.1184,0.8796,10,33.33,0.03,upper_boundary,ok,False
Kepler-94,0.8091,0.0374,0.2408,70.3469,10,190.08,0.34,ok,high,False
Kepler-188,0.9727,10.0,0.2735,583.0267,10,951.93,0.15,upper_boundary,high,False
Kepler-8,1.0273,9.1996,-0.0204,262.6723,10,990.44,-0.055,ok,high,False
Kepler-1489,0.9727,9.1996,0.0122,551.3641,10,1200.17,-0.13,ok,high,False
Kepler-1477,0.9182,0.0316,0.0776,456.5815,10,691.39,-0.06,lower_boundary,high,False
Kepler-1102,0.9727,9.1996,0.0449,671.7056,10,1217.73,-0.08,ok,high,False
Kepler-322,0.8909,0.0344,0.1102,158.7187,10,394.55,0.12,ok,high,False
Kepler-960,0.7545,0.0441,0.1102,116.3317,10,282.6,0.02,ok,high,False
Kepler-102,0.7818,5.1303,0.1429,0.5871,10,107.69,0.11,ok,ok,True
