hostname,mass_msun,age_gyr,feh,chi2,n_bands,dist_pc,st_met_in,age_flag,chi2_flag,reliable
Kepler-1193,1.0273,10.0,0.2082,312.6993,10,782.66,0.12,upper_boundary,high,False
Kepler-522,1.2727,4.7197,0.3388,116.5364,10,648.62,0.41,ok,high,False
Kepler-1690,0.9182,0.0316,0.1102,518.3657,10,698.02,0.0,lower_boundary,high,False
Kepler-1530,0.8909,0.0344,0.1429,252.0064,10,486.99,0.2,ok,high,False
Kepler-1597,1.0273,10.0,0.1102,579.342,10,1221.4,0.02,upper_boundary,high,False
Kepler-254,0.8909,10.0,0.0122,1042.2856,10,1306.71,-0.13,upper_boundary,high,False
Kepler-1837,0.9182,10.0,0.1102,862.2118,10,1145.87,-0.02,upper_boundary,high,False
Kepler-259,0.9455,0.0316,0.0449,611.7315,10,989.53,-0.09,lower_boundary,high,False
Kepler-584,1.1364,7.1626,0.1429,581.5924,10,1877.0,0.02,ok,high,False
Kepler-1449,1.0273,9.1996,-0.0531,524.1935,10,1941.84,0.04,ok,high,False
Kepler-1588,0.9727,10.0,-0.0531,274.1516,10,907.96,-0.14,upper_boundary,high,False
Kepler-150,0.9727,0.0316,0.2408,591.782,10,883.47,0.12,lower_boundary,high,False
Kepler-1753,0.8364,0.0316,0.1429,580.552,10,725.33,0.0,lower_boundary,high,False
Kepler-1350,0.4818,0.0344,-0.1837,333.9199,10,334.53,-0.06,ok,high,False
Kepler-427,0.9455,10.0,-0.1184,442.4022,10,1000.94,-0.19,upper_boundary,high,False
Kepler-1122,0.9727,9.1996,0.1102,580.2616,10,1235.82,-0.03,ok,high,False
Kepler-1578,0.9182,0.0316,0.0122,627.0469,10,1046.91,-0.13,lower_boundary,high,False
Kepler-1799,1.0273,10.0,0.0776,848.5592,10,2186.26,0.0,upper_boundary,high,False
Kepler-1746,1.0545,9.1996,0.1429,246.4567,10,935.92,0.06,ok,high,False
Kepler-656,0.9727,0.0316,0.502,649.8857,10,902.77,0.46,lower_boundary,high,False
Kepler-402,0.9727,10.0,0.0449,225.0097,10,631.42,-0.08,upper_boundary,high,False
Kepler-969,0.8909,0.0374,0.3388,204.9133,10,386.76,0.22,ok,high,False
Kepler-1972,1.0545,9.1996,0.3061,33.8886,10,280.19,0.23,ok,high,False
Kepler-1556,0.9455,0.0316,0.2082,648.0823,10,929.8,0.08,lower_boundary,high,False
Kepler-747,1.0545,9.1996,0.0449,646.081,10,2986.33,-0.03,ok,high,False
Kepler-1367,0.6727,0.0316,-0.0857,281.5189,10,395.74,-0.06,lower_boundary,high,False
Kepler-982,1.0273,8.4632,-0.0857,221.527,10,789.07,0.05,ok,high,False
Kepler-1511,1.3273,3.6747,0.0449,382.2258,10,1483.36,0.14,ok,high,False
Kepler-1320,0.7818,0.0316,0.2408,639.3605,10,649.52,0.1,lower_boundary,high,False
Kepler-890,1.0273,10.0,0.0776,719.8489,10,1757.82,0.09,upper_boundary,high,False
Kepler-330,0.8909,0.0316,0.3061,497.4068,10,710.03,0.16,lower_boundary,high,False
Kepler-130,0.9182,10.0,-0.151,34.865,10,312.44,-0.199,upper_boundary,high,False
Kepler-1178,0.9182,0.0316,0.0776,269.6427,10,478.12,-0.05,lower_boundary,high,False
TOI-2567,1.0545,9.1996,0.1102,78.3967,10,511.52,0.241,ok,high,False
Kepler-1598,0.9182,10.0,0.1755,339.1146,10,604.44,0.04,upper_boundary,high,False
Kepler-955,0.8636,0.0316,0.1429,337.5406,10,542.45,0.02,lower_boundary,high,False
KIC 5437945,1.0545,6.5893,-0.3796,289.5136,10,1278.52,-0.38,ok,high,False
Kepler-1186,0.9727,9.1996,0.1429,632.9698,10,1332.61,0.0,ok,high,False
Kepler-155,0.7,0.0316,-0.249,121.2816,10,290.28,-0.142,lower_boundary,high,False
Kepler-698,1.0273,10.0,0.0776,774.1079,10,1988.37,-0.03,upper_boundary,high,False
Kepler-413,0.8364,0.0316,-0.0531,493.5424,10,822.43,-0.2,lower_boundary,high,False
Kepler-1633,1.1636,6.0619,0.0449,365.5937,10,1077.63,0.02,ok,high,False
Kepler-131,0.9455,8.4632,0.1102,12.6801,10,226.53,0.12,ok,high,False
Kepler-1362,0.8091,0.0316,0.1429,578.2329,10,719.35,0.06,lower_boundary,high,False
Kepler-306,0.8364,0.0316,0.0122,612.1819,10,769.82,-0.13,lower_boundary,high,False
Kepler-1507,0.8636,0.0344,0.0449,109.6876,10,316.3,-0.03,ok,high,False
Kepler-1563,1.1091,6.5893,-0.1184,262.788,10,1109.24,0.02,ok,high,False
Kepler-1774,0.9727,10.0,0.1102,324.5036,10,803.87,-0.02,upper_boundary,high,False
Kepler-7,1.3273,3.9944,0.1755,210.3813,10,953.2,0.11,ok,high,False
Kepler-190,0.8364,0.0316,0.0122,255.1551,10,431.03,0.06,lower_boundary,high,False
Kepler-1231,0.9455,10.0,0.2082,532.4171,10,954.56,0.06,upper_boundary,high,False
Kepler-1492,0.7273,0.0316,-0.0857,323.2653,10,329.62,0.06,lower_boundary,high,False
Kepler-443,0.8091,0.0316,0.0776,565.4402,10,797.58,-0.01,lower_boundary,high,False
Kepler-375,0.9455,0.0316,0.0776,711.9302,10,1195.97,-0.04,lower_boundary,high,False
Kepler-247,0.9182,0.0316,0.4367,532.858,10,656.44,0.3,lower_boundary,high,False
Kepler-1047,1.0818,9.1996,0.3061,244.7099,10,813.31,0.29,ok,high,False
Kepler-392,0.8909,10.0,-0.3796,411.6499,10,680.39,-0.4362,upper_boundary,high,False
Kepler-885,1.0,10.0,0.0122,126.1664,10,650.24,0.11,upper_boundary,high,False
Kepler-1829,0.8909,0.0316,0.1429,354.2904,10,683.88,0.0,lower_boundary,high,False
Kepler-1042,1.0,10.0,-0.0531,779.5925,10,1683.29,-0.1,upper_boundary,high,False
Kepler-587,0.9182,0.0316,0.0776,482.4705,10,780.18,-0.05,lower_boundary,high,False
HATS-48 A,0.7818,0.0316,0.1429,179.6569,10,268.63,0.186,lower_boundary,high,False
Kepler-65,1.1364,5.5767,0.1102,7.4642,10,298.75,0.17,ok,ok,True
Kepler-1470,0.8364,0.0316,0.1102,456.0578,10,586.26,-0.01,lower_boundary,high,False
Kepler-626,0.9182,10.0,0.1429,293.7867,10,621.52,0.01,upper_boundary,high,False
Kepler-894,0.8636,10.0,-0.151,933.1841,10,1134.03,-0.25,upper_boundary,high,False
Kepler-219,1.0273,10.0,0.4694,359.4663,10,777.44,0.36,upper_boundary,high,False
Kepler-1099,0.9182,10.0,0.1102,734.6721,10,1088.62,-0.02,upper_boundary,high,False
Kepler-1885,0.9727,0.0316,0.2082,480.532,10,814.09,0.07,lower_boundary,high,False
Kepler-664,0.9455,9.1996,0.2082,687.7455,10,1230.4,0.07,ok,high,False
Kepler-578,0.8636,0.0316,0.0449,284.5068,10,534.49,-0.03,lower_boundary,high,False
Kepler-1392,1.0273,9.1996,-0.0531,699.6864,10,2142.63,-0.11,ok,high,False
Kepler-903,1.0273,10.0,0.1102,460.8105,10,1332.8,0.05,upper_boundary,high,False
Kepler-1262,0.9182,10.0,0.1102,727.467,10,1091.27,-0.02,upper_boundary,high,False
Kepler-117,1.0273,8.4632,-0.151,503.3835,10,1430.42,-0.04,ok,high,False
Kepler-691,0.5091,0.0316,-0.0857,239.6839,10,277.97,0.04,lower_boundary,high,False
Kepler-319,0.9455,0.0316,0.2082,347.2825,10,501.69,0.06,lower_boundary,high,False
Kepler-1155,1.0273,10.0,0.0776,732.0505,10,1353.94,0.04,upper_boundary,high,False
Kepler-904,0.9727,10.0,0.1429,495.4825,10,976.4,0.05,upper_boundary,high,False
Kepler-1371,0.9182,0.0316,0.0776,183.5659,10,483.09,-0.07,lower_boundary,high,False
Kepler-1198,0.9182,0.0316,0.1102,453.3846,10,730.89,0.03,lower_boundary,high,False
Kepler-310,0.8909,0.0316,0.0122,337.8874,10,588.8,-0.12,lower_boundary,high,False
Kepler-858,0.8909,10.0,0.0776,67.3659,10,300.35,-0.04,upper_boundary,high,False
Kepler-812,1.2182,5.1303,0.1102,513.5553,10,1397.63,0.02,ok,high,False
Kepler-782,0.9455,9.1996,-0.0204,105.1496,10,447.69,-0.14,ok,high,False
Kepler-1904,0.4818,0.0441,-0.249,244.8423,10,265.76,-0.1,ok,high,False
Kepler-1500,1.0,10.0,0.0776,585.4168,10,1181.39,-0.05,upper_boundary,high,False
Kepler-1372,0.9455,10.0,0.1755,664.1788,10,1266.73,0.05,upper_boundary,high,False
Kepler-468,0.9182,0.0344,0.2408,182.393,10,439.1,0.1,ok,high,False
Kepler-288,0.8909,10.0,-0.1184,744.6544,10,1127.94,-0.24,upper_boundary,high,False
Kepler-594,0.9182,0.0316,0.0776,514.3436,10,766.49,-0.03,lower_boundary,high,False
Kepler-1156,0.9727,0.0316,0.1429,285.9362,10,682.19,0.02,lower_boundary,high,False
Kepler-1887,0.9182,10.0,0.0449,1226.2195,10,1400.88,-0.1,upper_boundary,high,False
Kepler-60,1.0,10.0,-0.0204,440.6048,10,1040.16,-0.09,upper_boundary,high,False
Kepler-953,1.1364,7.7858,0.2408,18.1791,10,705.01,0.26,ok,high,False
Kepler-103,1.0545,9.1996,0.1755,98.7386,10,502.11,0.15,ok,high,False
Kepler-881,1.0,9.1996,0.1429,606.2309,10,1446.15,0.0,ok,high,False
Kepler-701,0.9182,0.0316,0.1429,492.8165,10,763.37,0.0,lower_boundary,high,False
Kepler-1023,0.9455,0.0316,0.1755,329.5682,10,676.76,0.05,lower_boundary,high,False
Kepler-1300,1.1364,6.5893,0.0449,134.8618,10,775.04,0.05,ok,high,False
Kepler-1035,0.9727,10.0,0.1102,134.8804,10,521.58,-0.03,upper_boundary,high,False
Kepler-1787,0.8636,10.0,-0.0857,422.4281,10,767.97,-0.22,upper_boundary,high,False
Kepler-1327,0.9455,9.1996,0.1102,315.7604,10,677.89,-0.03,ok,high,False
K2-139,0.9182,0.0374,0.3714,49.6696,10,152.09,0.24,ok,high,False
Kepler-994,0.5636,0.048,-0.249,74.0415,10,186.48,-0.13,ok,high,False
Kepler-1576,0.9727,0.0316,0.1755,186.2098,10,453.96,0.05,lower_boundary,high,False
Kepler-16,0.6182,0.0522,-0.2816,0.682,10,75.15,-0.3,ok,ok,True
Kepler-33,1.0818,8.4632,0.1429,301.618,10,1191.22,0.025,ok,high,False
Kepler-809,0.9455,9.1996,0.1755,427.7884,10,932.92,0.04,ok,high,False
Kepler-92,1.1636,6.5893,0.2408,69.2515,10,470.75,0.1381,ok,high,False
K2-231,0.9182,10.0,0.2735,205.2766,10,311.05,0.14,upper_boundary,high,False
Kepler-750,1.0,10.0,0.1102,35.2776,10,1233.33,0.03,upper_boundary,high,False
Kepler-1958,0.9182,10.0,0.0449,699.4388,10,1220.36,-0.1,upper_boundary,high,False
Kepler-682,1.0545,9.1996,0.0776,437.1437,10,1937.64,-0.05,ok,high,False
Kepler-1287,0.9182,9.1996,0.0776,560.5299,10,1003.97,-0.05,ok,high,False
Kepler-1175,0.8909,0.0316,0.0776,769.8447,10,1132.35,-0.04,lower_boundary,high,False
Kepler-1153,0.9182,0.0316,0.1755,779.5611,10,1047.33,0.03,lower_boundary,high,False
Kepler-1568,1.0,10.0,0.1755,423.0085,10,903.18,0.09,upper_boundary,high,False
Kepler-1217,0.9727,10.0,0.2082,672.4157,10,1339.34,0.07,upper_boundary,high,False
Kepler-1010,0.8636,0.0316,0.0776,536.7778,10,577.21,-0.01,lower_boundary,high,False
Kepler-1377,0.9727,0.0316,0.1755,1269.7763,10,1186.44,0.05,lower_boundary,high,False
Kepler-347,1.0545,10.0,0.3061,408.8102,10,1284.86,0.16,upper_boundary,high,False
HATS-12,0.9455,10.0,0.0449,218.849,10,444.29,-0.1,upper_boundary,high,False
Kepler-22,0.8364,10.0,-0.1184,25.0088,10,195.86,-0.255,upper_boundary,high,False
Kepler-1059,0.8091,0.0316,-0.0204,521.1673,10,704.03,-0.15,lower_boundary,high,False
Kepler-63,0.9455,4.7197,0.1755,11.7413,10,193.99,0.05,ok,high,False
Kepler-997,1.0818,7.1626,0.0122,23.5676,10,462.67,0.05,ok,high,False
Kepler-981,0.9727,0.0316,0.1429,523.309,10,845.93,0.01,lower_boundary,high,False
Kepler-46,0.9182,0.0316,0.3388,586.2558,10,759.44,0.41,lower_boundary,high,False
Kepler-1512,0.9455,0.0316,0.3388,186.0924,10,278.48,0.2,lower_boundary,high,False
Kepler-1438,1.0,10.0,0.3388,733.3729,10,1025.9,0.2,upper_boundary,high,False
Kepler-895,0.7,0.0316,-0.1184,425.5063,10,547.98,-0.16,lower_boundary,high,False
Kepler-1012,0.9455,0.0316,0.1755,155.9883,10,409.36,0.05,lower_boundary,high,False
HATS-69,0.9455,0.0316,0.4367,258.9203,10,417.38,0.377,lower_boundary,high,False
Kepler-1334,0.9455,10.0,0.1102,638.7598,10,1195.64,-0.03,upper_boundary,high,False
CoRoT-35,0.9455,10.0,-0.6408,315.469,10,1154.16,-0.5,upper_boundary,high,False
Kepler-687,0.8091,0.0316,0.0449,570.3275,10,636.48,-0.04,lower_boundary,high,False
KOI-1783,1.0,10.0,0.2408,337.0749,10,851.79,0.11,upper_boundary,high,False
Kepler-126,1.0818,4.7197,-0.2163,0.4679,10,230.41,-0.16,ok,ok,True
Kepler-1022,0.7,0.0374,-0.0531,319.5902,10,421.17,0.06,ok,high,False
Kepler-1082,1.0,10.0,0.0776,187.0508,10,720.61,-0.06,upper_boundary,high,False
Kepler-1879,1.0273,10.0,0.1429,156.6938,10,616.54,0.0,upper_boundary,high,False
Kepler-1582,0.2364,4.7197,0.3388,223.5388,10,77.91,0.48,ok,high,False
Kepler-1291,0.8636,0.0316,0.0776,888.8308,10,905.79,-0.04,lower_boundary,high,False
Kepler-927,0.9727,0.0316,0.1755,425.8308,10,810.25,0.03,lower_boundary,high,False
Kepler-373,1.0273,9.1996,0.2735,564.9022,10,1066.3,0.14,ok,high,False
Kepler-1888,1.0273,10.0,0.1429,94.9217,10,397.57,0.0,upper_boundary,high,False
Kepler-681,0.8364,0.0316,0.0449,520.5403,10,674.36,-0.04,lower_boundary,high,False
HATS-11,1.0273,10.0,0.1755,382.4543,10,871.29,0.03,upper_boundary,high,False
Kepler-1113,1.0,9.1996,0.3061,582.8711,10,1058.1,0.18,ok,high,False
Kepler-987,0.9727,0.0316,0.1429,553.6172,10,934.43,0.01,lower_boundary,high,False
Kepler-629,0.8909,0.0344,0.1102,145.8588,10,368.9,0.01,ok,high,False
Kepler-1446,0.7545,10.0,0.2408,21.4033,10,151.37,0.11,upper_boundary,high,False
Kepler-869,0.9182,10.0,0.1429,597.1193,10,967.69,0.02,upper_boundary,high,False
Kepler-741,1.0273,10.0,0.1429,593.2945,10,1677.29,0.07,upper_boundary,high,False
Kepler-426,0.8636,10.0,-0.0857,519.0311,10,855.32,-0.21,upper_boundary,high,False
Kepler-1772,1.0818,8.4632,0.1102,228.4586,10,877.67,0.12,ok,high,False
Kepler-1481,0.8091,0.0344,0.1755,286.9268,10,462.14,0.04,ok,high,False
Kepler-1204,0.9455,10.0,0.2082,739.8347,10,1206.12,0.06,upper_boundary,high,False
Kepler-1081,0.8909,0.0316,0.0776,188.1158,10,416.98,0.01,lower_boundary,high,False
WASP-123,1.0,10.0,0.3061,54.657,10,198.42,0.18,upper_boundary,high,False
Kepler-1213,1.0273,10.0,0.2082,171.8821,10,780.86,0.13,upper_boundary,high,False
Kepler-596,1.0,10.0,0.0776,427.192,10,999.69,0.03,upper_boundary,high,False
Kepler-909,0.9727,9.1996,-0.0531,35.1963,10,306.02,0.08,ok,high,False
Kepler-705,0.5091,0.0344,-0.0531,222.6063,10,273.98,0.07,ok,high,False
Kepler-573,0.9455,10.0,0.1429,307.9366,10,758.28,0.02,upper_boundary,high,False
Kepler-1359,0.7818,0.0316,0.1755,519.7891,10,631.93,0.11,lower_boundary,high,False
Kepler-1962,0.9727,0.0316,0.3061,665.6932,10,866.7,0.16,lower_boundary,high,False
Kepler-1688,0.9182,10.0,0.0776,383.9794,10,548.22,-0.046,upper_boundary,high,False
Kepler-175,1.0,9.1996,0.1755,659.5099,10,1250.32,0.04,ok,high,False
Kepler-933,0.9182,0.0316,0.1102,700.4762,10,987.44,-0.02,lower_boundary,high,False
Kepler-1028,0.8909,0.0316,-0.0204,281.3831,10,608.67,-0.09,lower_boundary,high,False
Kepler-250,0.8091,5.5767,0.0776,0.2975,6,766.69,0.01,ok,ok,True
Kepler-856,0.9727,10.0,0.2408,871.0325,10,1335.42,0.12,upper_boundary,high,False
Kepler-77,0.9455,10.0,0.3388,266.0542,10,629.08,0.2,upper_boundary,high,False
Kepler-970,0.7,0.0344,-0.0531,252.7496,10,328.58,0.04,ok,high,False
Kepler-1447,0.9182,9.1996,0.1102,415.5385,10,866.27,-0.03,ok,high,False
Kepler-1311,1.0545,9.1996,0.1102,189.6405,10,843.46,0.09,ok,high,False
Kepler-509,1.0273,7.7858,0.1429,28.9814,10,334.28,0.01,ok,high,False
Kepler-1471,0.9727,0.0316,0.2735,659.0861,10,984.29,0.16,lower_boundary,high,False
Kepler-1896,0.9455,10.0,0.0449,891.6936,10,1643.01,-0.1,upper_boundary,high,False
Kepler-926,1.0273,10.0,0.1755,517.761,10,1035.23,0.03,upper_boundary,high,False
Kepler-1864,0.9455,10.0,0.1755,102.4185,10,302.83,0.06,upper_boundary,high,False
Kepler-1430,0.8636,0.0316,0.1102,457.4622,10,634.05,-0.03,lower_boundary,high,False
Kepler-1504,1.0,10.0,-0.0857,817.0312,10,2331.87,-0.17,upper_boundary,high,False
Kepler-902,1.0,10.0,0.0776,578.1409,10,1321.66,0.0,upper_boundary,high,False
Kepler-1687,0.6727,0.0316,-0.1837,304.6272,10,411.61,-0.14,lower_boundary,high,False
Kepler-1181,1.0273,9.1996,0.0449,272.1263,10,917.26,0.03,ok,high,False
Kepler-444,0.7545,0.0316,-0.4122,5.1189,6,36.52,-0.55,lower_boundary,ok,False
PH2,0.9182,9.1996,0.1429,112.0653,10,341.3,0.017,ok,high,False
Kepler-635,1.3273,4.3419,0.3061,311.7468,10,1083.84,0.41,ok,high,False
Kepler-1736,0.9727,10.0,-0.1837,666.8442,10,1314.49,-0.28,upper_boundary,high,False
Kepler-154,0.9455,10.0,0.1429,411.4876,10,916.07,0.02,upper_boundary,high,False
Kepler-148,0.8909,0.0316,0.1755,551.6469,10,791.58,0.07,lower_boundary,high,False
Kepler-1513,0.9727,0.0316,0.3061,97.4378,10,349.08,0.17,lower_boundary,high,False
Kepler-1465,0.7818,0.0316,0.0776,183.8859,10,365.34,-0.06,lower_boundary,high,False
Kepler-1925,1.0545,10.0,0.2408,660.2514,10,1816.64,0.16,upper_boundary,high,False
Kepler-182,1.0273,10.0,0.0776,544.0611,10,1575.06,0.072,upper_boundary,high,False
Kepler-1466,0.9182,9.1996,0.0776,285.7103,10,626.14,-0.07,ok,high,False
Kepler-325,0.9182,0.0316,0.1429,496.3442,10,809.82,0.02,lower_boundary,high,False
Kepler-1979,0.9182,10.0,0.0776,788.4095,10,1068.21,-0.06,upper_boundary,high,False
Kepler-1522,0.9455,10.0,0.0776,272.8107,10,802.79,-0.07,upper_boundary,high,False
Kepler-386,0.8909,0.0316,0.2082,737.4231,10,841.38,0.07,lower_boundary,high,False
Kepler-877,0.9182,0.0316,0.0776,444.1455,10,632.33,-0.06,lower_boundary,high,False
Kepler-341,1.0,9.1996,0.2082,562.1352,10,1020.06,0.07,ok,high,False
Kepler-976,0.9182,0.0316,0.2082,649.404,10,984.26,0.07,lower_boundary,high,False
Kepler-1529,0.8364,0.0316,0.0776,538.0029,10,671.01,-0.03,lower_boundary,high,False
Kepler-1613,1.1091,7.7858,0.1429,330.9914,10,1276.39,0.01,ok,high,False
Kepler-537,0.9455,10.0,0.3061,180.8565,10,441.0,0.23,upper_boundary,high,False
Kepler-1264,0.9727,0.0316,0.1102,410.4939,10,758.77,-0.02,lower_boundary,high,False
Kepler-1501,1.0,9.1996,0.1755,386.0674,10,744.61,0.04,ok,high,False
Kepler-928,0.7273,0.0316,-0.1837,399.6985,10,519.79,-0.11,lower_boundary,high,False
Kepler-403,1.2182,5.1303,0.0776,170.5208,10,860.16,0.079,ok,high,False
Kepler-1032,0.8091,0.0316,0.2735,86.8624,10,650.16,0.16,lower_boundary,high,False
Kepler-1297,1.0,10.0,-0.0204,519.4671,10,1480.81,-0.04,upper_boundary,high,False
Kepler-1811,1.0,10.0,0.2735,690.8946,10,1356.91,0.16,upper_boundary,high,False
Kepler-788,1.0273,10.0,0.0776,869.4437,10,1786.41,0.05,upper_boundary,high,False
Kepler-707,0.8091,0.0344,0.0122,414.1165,10,596.79,-0.12,ok,high,False
Kepler-1293,1.1364,6.5893,0.0449,189.8622,10,1021.84,0.0,ok,high,False
Kepler-207,1.1091,7.7858,0.1755,222.0016,10,865.61,0.29,ok,high,False
Kepler-1144,0.9727,10.0,0.1102,803.8824,10,1165.75,-0.03,upper_boundary,high,False
Kepler-1891,0.8909,0.0316,-0.0204,423.8806,10,596.01,-0.14,lower_boundary,high,False
Kepler-905,0.9455,0.0316,0.2082,284.3316,10,521.5,0.09,lower_boundary,high,False
Kepler-337,1.1364,7.1626,0.1755,178.4592,10,698.84,0.07,ok,high,False
Kepler-739,0.9455,10.0,0.0449,801.5929,10,1405.74,-0.08,upper_boundary,high,False
Kepler-401,1.0545,7.7858,-0.1184,174.9543,10,974.5,0.02,ok,high,False
Kepler-1409,0.8636,0.0316,0.1102,495.9619,10,690.67,-0.03,lower_boundary,high,False
Kepler-887,1.0273,10.0,0.1429,248.2743,10,862.72,0.08,upper_boundary,high,False
Kepler-677,1.0273,10.0,0.0776,529.7947,10,1866.92,0.06,upper_boundary,high,False
Kepler-1084,0.9727,10.0,0.0449,32.0402,10,398.85,-0.02,upper_boundary,high,False
Kepler-925,0.7818,0.0316,0.2408,548.1901,10,611.08,0.12,lower_boundary,high,False
Kepler-278,1.2182,6.0619,0.3388,3.8099,10,442.02,0.22,ok,ok,True
Kepler-562,0.9182,10.0,0.0449,545.6338,10,943.15,-0.04,upper_boundary,high,False
Kepler-866,0.7273,0.0316,-0.1837,514.2574,10,667.55,-0.07,lower_boundary,high,False
Kepler-759,1.0273,10.0,0.1102,497.9528,10,1290.58,0.06,upper_boundary,high,False
Kepler-985,0.9182,0.0316,0.1429,439.7481,10,678.71,0.0,lower_boundary,high,False
Kepler-1609,1.0273,10.0,0.0776,574.8449,10,1699.78,0.1,upper_boundary,high,False
Kepler-1506,1.0273,10.0,0.0449,1029.1926,10,2412.08,-0.05,upper_boundary,high,False
Kepler-957,0.8909,0.0316,0.1102,688.9062,10,805.81,-0.01,lower_boundary,high,False
Kepler-973,0.8909,0.0316,0.0776,85.9439,10,329.5,-0.06,lower_boundary,high,False
TOI-1452,0.1545,0.0344,-0.2163,24.2593,10,30.46,-0.07,ok,high,False
Kepler-1282,0.9455,0.0316,0.1102,1132.9217,10,1098.6,0.01,lower_boundary,high,False
Kepler-1693,0.9727,0.0316,0.3061,518.7883,10,782.21,0.16,lower_boundary,high,False
Kepler-269,1.1091,8.4632,0.5347,840.854,10,2089.67,0.4,ok,high,False
Kepler-1913,0.9455,8.4632,0.2082,469.9912,10,891.84,0.07,ok,high,False
Kepler-1163,1.0545,7.1626,-0.0204,55.1331,10,476.05,0.02,ok,high,False
Kepler-336,1.0273,9.1996,0.4694,235.5027,10,696.71,0.337,ok,high,False
Kepler-574,0.9182,0.0316,0.1102,314.5283,10,682.05,-0.01,lower_boundary,high,False
Kepler-1013,0.8364,0.0316,0.1755,276.799,10,421.94,0.04,lower_boundary,high,False
Kepler-722,0.9182,10.0,0.1102,783.132,10,1212.26,0.02,upper_boundary,high,False
Kepler-1809,0.8364,0.0316,0.0776,212.3826,10,404.11,0.04,lower_boundary,high,False
K2-130,0.6455,0.0522,-0.2816,1.2905,10,118.27,-0.24,ok,ok,True
Kepler-1205,0.8636,0.0316,0.0776,506.8111,10,694.92,-0.04,lower_boundary,high,False
Kepler-934,0.8364,0.0316,0.1102,397.9148,10,586.39,0.01,lower_boundary,high,False
Kepler-1749,0.6455,0.0316,-0.249,119.6446,10,266.36,-0.16,lower_boundary,high,False
Kepler-156,0.8909,0.0316,0.2735,297.8366,10,437.69,0.2535,lower_boundary,high,False
Kepler-645,1.0273,10.0,0.0776,368.9904,10,1123.17,-0.01,upper_boundary,high,False
Kepler-1670,1.0,10.0,-0.0531,820.1254,10,1974.79,-0.08,upper_boundary,high,False
Kepler-643,1.0545,10.0,0.2082,209.3736,10,1059.24,0.13,upper_boundary,high,False
Kepler-1777,0.9182,10.0,0.2082,327.5899,10,619.25,0.06,upper_boundary,high,False
Kepler-1727,0.8909,0.0316,0.0122,792.5362,10,874.06,-0.12,lower_boundary,high,False
Kepler-1166,0.9182,0.0316,0.1102,322.2745,10,637.79,-0.02,lower_boundary,high,False
Kepler-425,0.9182,0.0316,0.2735,391.508,10,637.95,0.24,lower_boundary,high,False
Kepler-498,0.9727,9.1996,0.0776,438.5279,10,913.41,-0.04,ok,high,False
Kepler-1318,0.7,5.1303,0.0122,0.0993,6,459.34,-0.01,ok,ok,True
Kepler-138,0.5364,0.1543,-0.1837,7.6684,10,67.08,-0.18,ok,ok,True
Kepler-109,1.0,10.0,0.0776,178.8718,10,474.34,-0.02,upper_boundary,high,False
Kepler-716,0.8364,0.0316,0.0776,509.3924,10,630.65,-0.06,lower_boundary,high,False
Kepler-1665,0.8636,0.0316,0.1102,258.3892,10,332.73,-0.013,lower_boundary,high,False
Kepler-1663,0.6182,0.0316,-0.0857,345.8915,10,335.72,0.06,lower_boundary,high,False
Kepler-914,1.0273,10.0,0.3388,233.1078,10,757.27,0.22,upper_boundary,high,False
Kepler-24,0.9727,9.1996,0.0776,804.7803,10,1169.8,-0.0708,ok,high,False
Kepler-19,0.8636,9.1996,-0.0204,22.7713,10,218.93,-0.13,ok,high,False
Kepler-1152,0.5636,0.0316,-0.3796,162.0236,10,212.91,-0.25,lower_boundary,high,False
Kepler-570,0.9182,0.4962,0.1429,6.1188,10,570.7,0.06,ok,ok,True
Kepler-1928,0.9727,0.0316,0.2082,137.0772,10,325.44,0.12,lower_boundary,high,False
Kepler-53,0.9727,10.0,0.1429,921.519,10,1386.42,0.0,upper_boundary,high,False
Kepler-662,0.8909,0.0316,0.1102,504.3331,10,788.88,-0.03,lower_boundary,high,False
Kepler-646,0.8909,0.0316,0.0449,311.123,10,456.19,-0.07,lower_boundary,high,False
Kepler-1172,0.9182,10.0,0.0776,1058.2777,10,1331.56,-0.04,upper_boundary,high,False
Kepler-824,1.0,10.0,0.2735,631.003,10,1234.2,0.14,upper_boundary,high,False
Kepler-833,0.6455,0.0728,-0.0857,4.6616,10,464.4,-0.18,ok,ok,True
Kepler-1055,0.9455,0.0316,0.1102,145.2324,10,387.73,-0.02,lower_boundary,high,False
Kepler-1762,1.0273,10.0,0.2082,936.0095,10,1549.3,0.07,upper_boundary,high,False
Kepler-135,1.0,10.0,0.0122,146.0844,10,607.58,-0.105,upper_boundary,high,False
Kepler-1951,1.0818,9.1996,0.2408,310.0173,10,1279.77,0.14,ok,high,False
Kepler-761,0.9455,0.0316,0.0449,527.6212,10,820.39,-0.09,lower_boundary,high,False
Kepler-265,0.9455,10.0,0.0122,1183.3477,10,1345.48,-0.11,upper_boundary,high,False
Kepler-161,0.8909,0.0344,0.3714,289.4174,10,437.71,0.24,ok,high,False
Kepler-556,0.9727,0.0316,0.1755,372.9343,10,653.3,0.03,lower_boundary,high,False
Kepler-1141,0.9727,10.0,0.1102,75.3176,10,399.37,0.04,upper_boundary,high,False
Kepler-975,0.8636,0.0344,0.4694,388.3436,10,420.37,0.56,ok,high,False
Kepler-1743,1.2182,5.5767,0.3061,53.6233,10,534.03,0.4,ok,high,False
